id,report_number,origin,sponsor_entity_id,sponsor_id,sponsor_name,sponsor_description,report_type,report_date,election_year,sponsor_address,sponsor_city,sponsor_state,sponsor_zip,sponsor_email,total_unitemized,total_cycle,total_this_report,expenditure_amount,expenditure_description,date_expense_obligated,date_advertising_presented,vendor_name,vendor_address,vendor_city,vendor_state,vendor_zipcode,url,sponsor_location,vendor_location,candidate_name,ballot_name,ballot_number,ballot_type,portion_of_amount,for_or_against,sponsor_phone,candidate_entity_id,candidate_candidacy_id,candidate_committee_id,candidate_filer_id,candidate_last_name,candidate_first_name,candidate_office,candidate_jurisdiction,candidate_party,filer_id,funders_name,date_received,amount,funders_address,funders_city,funders_state,funders_zipcode,funders_location,funders_first_name,funders_occupation,funders_employer,funders_employer_city,funders_employer_state
2505.source,6308,C6.5 - Funding Sources,33199,855,COMMUNITY PROGRESS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"218 MAIN STREET, PMB 412",KIRKLAND,WA,98034,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6308'},"{'type': 'Point', 'coordinates': [-122.20873, 47.68149]}",,,,,,,,,,,,,,,,,,,THE REAGAN FUND,2016-07-15T00:00:00.000,75000.00,POST OFFICE BOX 904,OLYMPIA,WA,98507,"{'type': 'Point', 'coordinates': [-122.89604, 47.04087]}",,,,,
2506.source,6309,C6.5 - Funding Sources,33199,855,COMMUNITY PROGRESS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"218 MAIN STREET, PMB 412",KIRKLAND,WA,98034,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6309'},"{'type': 'Point', 'coordinates': [-122.20873, 47.68149]}",,,,,,,,,,,,,,,,,,,THE REAGAN FUND,2016-07-15T00:00:00.000,75000.00,POST OFFICE BOX 904,OLYMPIA,WA,98507,"{'type': 'Point', 'coordinates': [-122.89604, 47.04087]}",,,,,
2507.source,6310,C6.5 - Funding Sources,33199,855,COMMUNITY PROGRESS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"218 MAIN STREET, PMB 412",KIRKLAND,WA,98034,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6310'},"{'type': 'Point', 'coordinates': [-122.20873, 47.68149]}",,,,,,,,,,,,,,,,,,,THE REAGAN FUND,2016-07-15T00:00:00.000,75000.00,POST OFFICE BOX 904,OLYMPIA,WA,98507,"{'type': 'Point', 'coordinates': [-122.89604, 47.04087]}",,,,,
2508.source,6316,C6.5 - Funding Sources,34685,820,QUALITY COMMUNITIES COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,PO BOX 1283,PUYALLUP,WA,98371,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6316'},"{'type': 'Point', 'coordinates': [-122.31986, 47.19976]}",,,,,,,,,,,,,,,,,,,THE REAGAN FUND,2016-07-19T00:00:00.000,15420.31,PO BOX 904,OLYMPIA,WA,98507,"{'type': 'Point', 'coordinates': [-122.89604, 47.04087]}",,,,,
2509.source,6317,C6.5 - Funding Sources,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6317'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,,,,,,,,,,,,,,,,,,WEA-PAC,2016-07-25T00:00:00.000,8737.24,PO BOX 9100,FEDERAL WAY,WA,98063,"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,,,,
2515.source,6327,C6.5 - Funding Sources,33431,924,GREAT SCHOOLS GREAT KIDS  ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,PO BOX 9100,SEATTLE,WA,98109,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6327'},"{'type': 'Point', 'coordinates': [-122.34693, 47.6314]}",,,,,,,,,,,,,,,,,,,STAND FOR CHILDREN WA PAC,2016-07-22T00:00:00.000,20000.00,2121 SW BROADWAY SUITE 111,PORTLAND,OR,97201,"{'type': 'Point', 'coordinates': [-122.68621, 45.50762]}",,,,,
2519.source,6329,C6.5 - Funding Sources,34476,778,WORKING FAMILIES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"704 228TH AVENUE NE, #104",SAMMAMISH,WA,98074,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6329'},"{'type': 'Point', 'coordinates': [-122.03541, 47.6164]}",,,,,,,,,,,,,,,,,,,THE LEADERSHIP COUNCIL,2016-07-21T00:00:00.000,95000.00,POST OFFICE BOX 11025,OLYMPIA,WA,98508,"{'type': 'Point', 'coordinates': [-122.93916, 47.03623]}",,,,,
2518.source,6329,C6.5 - Funding Sources,34476,778,WORKING FAMILIES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"704 228TH AVENUE NE, #104",SAMMAMISH,WA,98074,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6329'},"{'type': 'Point', 'coordinates': [-122.03541, 47.6164]}",,,,,,,,,,,,,,,,,,,THE LEADERSHIP COUNCIL,2016-07-05T00:00:00.000,100000.00,POST OFFICE BOX 11025,OLYMPIA,WA,98508,"{'type': 'Point', 'coordinates': [-122.93916, 47.03623]}",,,,,
2517.source,6329,C6.5 - Funding Sources,34476,778,WORKING FAMILIES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"704 228TH AVENUE NE, #104",SAMMAMISH,WA,98074,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6329'},"{'type': 'Point', 'coordinates': [-122.03541, 47.6164]}",,,,,,,,,,,,,,,,,,,THE LEADERSHIP COUNCIL,2016-06-21T00:00:00.000,45000.00,POST OFFICE BOX 11025,OLYMPIA,WA,98508,"{'type': 'Point', 'coordinates': [-122.93916, 47.03623]}",,,,,
2516.source,6329,C6.5 - Funding Sources,34476,778,WORKING FAMILIES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"704 228TH AVENUE NE, #104",SAMMAMISH,WA,98074,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6329'},"{'type': 'Point', 'coordinates': [-122.03541, 47.6164]}",,,,,,,,,,,,,,,,,,,THE LEADERSHIP COUNCIL,2016-06-09T00:00:00.000,60000.00,POST OFFICE BOX 11025,OLYMPIA,WA,98508,"{'type': 'Point', 'coordinates': [-122.93916, 47.03623]}",,,,,
2523.source,6330,C6.5 - Funding Sources,34476,778,WORKING FAMILIES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"704 228TH AVENUE NE, #104",SAMMAMISH,WA,98074,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6330'},"{'type': 'Point', 'coordinates': [-122.03541, 47.6164]}",,,,,,,,,,,,,,,,,,,THE LEADERSHIP COUNCIL,2016-07-21T00:00:00.000,95000.00,POST OFFICE BOX 11025,OLYMPIA,WA,98508,"{'type': 'Point', 'coordinates': [-122.93916, 47.03623]}",,,,,
2522.source,6330,C6.5 - Funding Sources,34476,778,WORKING FAMILIES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"704 228TH AVENUE NE, #104",SAMMAMISH,WA,98074,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6330'},"{'type': 'Point', 'coordinates': [-122.03541, 47.6164]}",,,,,,,,,,,,,,,,,,,THE LEADERSHIP COUNCIL,2016-07-05T00:00:00.000,100000.00,POST OFFICE BOX 11025,OLYMPIA,WA,98508,"{'type': 'Point', 'coordinates': [-122.93916, 47.03623]}",,,,,
2521.source,6330,C6.5 - Funding Sources,34476,778,WORKING FAMILIES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"704 228TH AVENUE NE, #104",SAMMAMISH,WA,98074,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6330'},"{'type': 'Point', 'coordinates': [-122.03541, 47.6164]}",,,,,,,,,,,,,,,,,,,THE LEADERSHIP COUNCIL,2016-06-21T00:00:00.000,45000.00,POST OFFICE BOX 11025,OLYMPIA,WA,98508,"{'type': 'Point', 'coordinates': [-122.93916, 47.03623]}",,,,,
2520.source,6330,C6.5 - Funding Sources,34476,778,WORKING FAMILIES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"704 228TH AVENUE NE, #104",SAMMAMISH,WA,98074,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6330'},"{'type': 'Point', 'coordinates': [-122.03541, 47.6164]}",,,,,,,,,,,,,,,,,,,THE LEADERSHIP COUNCIL,2016-06-09T00:00:00.000,60000.00,POST OFFICE BOX 11025,OLYMPIA,WA,98508,"{'type': 'Point', 'coordinates': [-122.93916, 47.03623]}",,,,,
2524.source,6331,C6.5 - Funding Sources,33199,855,COMMUNITY PROGRESS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"218 MAIN STREET, PMB 412",KIRKLAND,WA,98034,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6331'},"{'type': 'Point', 'coordinates': [-122.20873, 47.68149]}",,,,,,,,,,,,,,,,,,,THE REAGAN FUND,2016-07-15T00:00:00.000,75000.00,POST OFFICE BOX 904,OLYMPIA,WA,98507,"{'type': 'Point', 'coordinates': [-122.89604, 47.04087]}",,,,,
11877.entity,6331,C6.3 - Identified Entities,33199,855,COMMUNITY PROGRESS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"218 MAIN STREET, PMB 412",KIRKLAND,WA,98034,,0.00,36547.89,9210.12,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6331'},"{'type': 'Point', 'coordinates': [-122.20873, 47.68149]}",,PAUL GRAVES ,,,,9210.12,For,,527,4304,7346,GRAVP  024,GRAVES,PAUL,STATE REPRESENTATIVE,LEG DISTRICT 05 - HOUSE,REPUBLICAN,GRAVP  024,,,,,,,,,,,,,
11876.entity,6330,C6.3 - Identified Entities,34476,778,WORKING FAMILIES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"704 228TH AVENUE NE, #104",SAMMAMISH,WA,98074,,0.00,275097.96,10315.12,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6330'},"{'type': 'Point', 'coordinates': [-122.03541, 47.6164]}",,MARK MULLET ,,,,10315.12,Against,,1117,4709,13719,MULLM  027,MULLET,MARK,STATE SENATOR,LEG DISTRICT 05 - SENATE,DEMOCRAT,MULLM  027,,,,,,,,,,,,,
11875.entity,6329,C6.3 - Identified Entities,34476,778,WORKING FAMILIES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"704 228TH AVENUE NE, #104",SAMMAMISH,WA,98074,,0.00,264782.84,10669.10,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6329'},"{'type': 'Point', 'coordinates': [-122.03541, 47.6164]}",,LISA WELLMAN ,,,,10669.10,Against,,30266,4480,20980,WELLL  040,WELLMAN,LISA,STATE SENATOR,LEG DISTRICT 41 - SENATE,DEMOCRAT,WELLL  040,,,,,,,,,,,,,
11874.entity,6328,C6.3 - Identified Entities,33770,582,ONEAMERICA VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-07-26T00:00:00.000,2016,1225 S WELLER,SEATTLE,WA,98144,,9.10,987.24,987.24,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6328'},"{'type': 'Point', 'coordinates': [-122.31586, 47.59727]}",,ERIN JONES ,,,,489.07,For,,4270,4905,9969,JONEE  109,JONES,ERIN,SUPERINTENDENT OF PUBLIC INSTRUCTION,"PUBLIC INSTRUCTION, SUPT OF",NON PARTISAN,JONEE  109,,,,,,,,,,,,,
2512.source,6324,C6.5 - Funding Sources,33655,922,MAINSTREAM VOTERS OF WA ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"119 1ST AVENUE S, S320",SEATTLE,WA,98104,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6324'},"{'type': 'Point', 'coordinates': [-122.33452, 47.60101]}",,,,,,,,,,,,,,,,,,,HARRY TRUMAN FUND,2016-07-19T00:00:00.000,40000.00,P.O. BOX 9100,SEATTL,WA,98109,"{'type': 'Point', 'coordinates': [-122.34693, 47.6314]}",,,,,
11873.entity,6328,C6.3 - Identified Entities,33770,582,ONEAMERICA VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-07-26T00:00:00.000,2016,1225 S WELLER,SEATTLE,WA,98144,,9.10,987.24,987.24,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6328'},"{'type': 'Point', 'coordinates': [-122.31586, 47.59727]}",,CYRUS HABIB ,,,,489.07,For,,26618,4289,7759,HABIC  004,HABIB,CYRUS,LIEUTENANT GOVERNOR,"LIEUTENANT GOVERNOR, OFFICE OF",DEMOCRAT,HABIC  004,,,,,,,,,,,,,
11872.entity,6327,C6.3 - Identified Entities,33431,924,GREAT SCHOOLS GREAT KIDS  ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,PO BOX 9100,SEATTLE,WA,98109,,0.00,24344.14,8654.30,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6327'},"{'type': 'Point', 'coordinates': [-122.34693, 47.6314]}",,BRANDEN DURST ,,,,4327.15,Against,,1792,4386,5476,DURSB  408,DURST,BRANDEN,STATE REPRESENTATIVE,LEG DISTRICT 29 - HOUSE,DEMOCRAT,DURSB  408,,,,,,,,,,,,,
11871.entity,6327,C6.3 - Identified Entities,33431,924,GREAT SCHOOLS GREAT KIDS  ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,PO BOX 9100,SEATTLE,WA,98109,,0.00,24344.14,8654.30,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6327'},"{'type': 'Point', 'coordinates': [-122.34693, 47.6314]}",,DAVID SAWYER ,,,,4327.15,For,,752,4624,17236,SAWYD  444,SAWYER,DAVID,STATE REPRESENTATIVE,LEG DISTRICT 29 - HOUSE,DEMOCRAT,SAWYD  444,,,,,,,,,,,,,
11860.entity,6324,C6.3 - Identified Entities,33655,922,MAINSTREAM VOTERS OF WA ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"119 1ST AVENUE S, S320",SEATTLE,WA,98104,,0.00,73045.56,19503.63,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6324'},"{'type': 'Point', 'coordinates': [-122.33452, 47.60101]}",,DREW MACEWEN ,,,,4892.82,Against,,821,4103,11842,MACED  592,MACEWEN,DREW,STATE REPRESENTATIVE,LEG DISTRICT 35 - HOUSE,REPUBLICAN,MACED  592,,,,,,,,,,,,,
11859.entity,6324,C6.3 - Identified Entities,33655,922,MAINSTREAM VOTERS OF WA ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"119 1ST AVENUE S, S320",SEATTLE,WA,98104,,0.00,73045.56,19503.63,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6324'},"{'type': 'Point', 'coordinates': [-122.33452, 47.60101]}",,DANIEL GRIFFEY ,,,,4892.81,Against,,30310,4293,7688,GRIFDA 524,GRIFFEY,DANIEL,STATE REPRESENTATIVE,LEG DISTRICT 35 - HOUSE,REPUBLICAN,GRIFDA 524,,,,,,,,,,,,,
11858.entity,6324,C6.3 - Identified Entities,33655,922,MAINSTREAM VOTERS OF WA ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"119 1ST AVENUE S, S320",SEATTLE,WA,98104,,0.00,73045.56,19503.63,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6324'},"{'type': 'Point', 'coordinates': [-122.33452, 47.60101]}",,CHAD MAGENDANZ ,,,,9718.00,Against,,34660,4093,12117,MAGEC2 027,MAGENDANZ,CHAD,STATE SENATOR,LEG DISTRICT 05 - SENATE,REPUBLICAN,MAGEC2 027,,,,,,,,,,,,,
11857.entity,6323,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-26T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,108919.47,354.69,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6323'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,KERRY WATKINS ,,,,22.16,Against,,4162,4764,,WATKK  204,WATKINS,KERRY,STATE REPRESENTATIVE,LEG DISTRICT 44 - HOUSE,OTHER,WATKK  204,,,,,,,,,,,,,
11856.entity,6323,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-26T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,108919.47,354.69,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6323'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,KATRINA ONDRACEK ,,,,88.67,For,,4098,4669,14434,ONDRK  258,ONDRACEK,KATRINA,STATE REPRESENTATIVE,LEG DISTRICT 44 - HOUSE,DEMOCRAT,ONDRK  258,,,,,,,,,,,,,
11855.entity,6323,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-26T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,108919.47,354.69,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6323'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,MORREL MULLER ,,,,22.17,Against,,4238,4863,13720,MULLM  290,MULLER,MORREL,STATE REPRESENTATIVE,LEG DISTRICT 44 - HOUSE,DEMOCRAT,MULLM  290,,,,,,,,,,,,,
11854.entity,6323,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-26T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,108919.47,354.69,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6323'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,MARK HARMSWORTH ,,,,22.17,Against,,832,4277,7955,HARMM  012,HARMSWORTH,MARK,STATE REPRESENTATIVE,LEG DISTRICT 44 - HOUSE,REPUBLICAN,HARMM  012,,,,,,,,,,,,,
11853.entity,6323,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-26T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,108919.47,354.69,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6323'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,CHASE ENDRESON ,,,,22.17,Against,,3895,4379,5675,ENDRC  208,ENDRESON,CHASE,STATE REPRESENTATIVE,LEG DISTRICT 44 - HOUSE,NON PARTISAN,ENDRC  208,,,,,,,,,,,,,
11852.entity,6323,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-26T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,108919.47,354.69,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6323'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,JOHNNY LOVICK ,,,,88.67,For,,26449,4106,11764,LOVIJ  012,LOVICK,JOHNNY,STATE REPRESENTATIVE,LEG DISTRICT 44 - HOUSE,DEMOCRAT,LOVIJ  012,,,,,,,,,,,,,
11851.entity,6323,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-26T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,108919.47,354.69,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6323'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,JANICE HUXFORD ,,,,44.34,Against,,3795,4225,9256,HUXFJ  258,HUXFORD,JANICE,STATE REPRESENTATIVE,LEG DISTRICT 44 - HOUSE,REPUBLICAN,HUXFJ  258,,,,,,,,,,,,,
11850.entity,6323,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-26T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,108919.47,354.69,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6323'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,WILBERFORCE  AGYEKUM ,,,,44.34,Against,,3698,4072,192,AGYEW  208,AGYEKUM,WILBERFORCE ,STATE REPRESENTATIVE,LEG DISTRICT 44 - HOUSE,NON PARTISAN,AGYEW  208,,,,,,,,,,,,,
11849.entity,6322,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-26T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,108564.78,290.30,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6322'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,KRISTINE REEVES ,,,,72.56,For,,636,4568,16146,REEVK  093,REEVES,KRISTINE,STATE REPRESENTATIVE,LEG DISTRICT 30 - HOUSE,DEMOCRAT,REEVK  093,,,,,,,,,,,,,
11848.entity,6322,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-26T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,108564.78,290.30,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6322'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,TERI HICKEL ,,,,72.58,Against,,3810,4245,8737,HICKT  354,HICKEL,TERI,STATE REPRESENTATIVE,LEG DISTRICT 30 - HOUSE,REPUBLICAN,HICKT  354,,,,,,,,,,,,,
11847.entity,6322,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-26T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,108564.78,290.30,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6322'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,MICHAEL PELLICCIOTTI ,,,,72.58,For,,25657,4843,14964,PELLM  093,PELLICCIOTTI,MICHAEL,STATE REPRESENTATIVE,LEG DISTRICT 30 - HOUSE,DEMOCRAT,PELLM  093,,,,,,,,,,,,,
11846.entity,6322,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-26T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,108564.78,290.30,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6322'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,LINDA KOCHMAR ,,,,72.58,Against,,507,4156,10611,KOCHL  003,KOCHMAR,LINDA,STATE REPRESENTATIVE,LEG DISTRICT 30 - HOUSE,REPUBLICAN,KOCHL  003,,,,,,,,,,,,,
11845.entity,6321,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-26T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,108274.48,339.09,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6321'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,MICHAEL WINKLER ,,,,28.27,Against,,3994,4526,21520,WINKM  327,WINKLER,MICHAEL,STATE REPRESENTATIVE,LEG DISTRICT 28 - HOUSE,REPUBLICAN,WINKM  327,,,,,,,,,,,,,
